subscriber_id,signup_date,subscription_tier,age_group,region,num_profiles,months_subscribed,days_to_first_watch,avg_weekly_watch_hours,days_since_last_watch,genre_diversity_score,pct_content_completed,num_titles_watched,favorite_genre,churned,churn_date
SUB_02743,2023-04-16,Basic,25-34,Midwest,2,20,7,2.9,9,0.4,0.84,35,Crime,0,
SUB_02744,2024-10-02,Basic,18-24,Midwest,2,3,2,3.1,1,0.16,0.63,7,Crime,1,2024-11-16
SUB_02745,2024-08-31,Standard,45+,South,2,4,3,6.7,2,0.05,0.9,6,Sci-Fi,0,
SUB_02746,2024-07-29,Standard,25-34,South,3,5,1,5.0,8,0.46,0.65,10,Crime,0,
SUB_02747,2024-10-01,Standard,18-24,West,1,3,0,7.0,28,0.48,0.86,7,Thriller,0,
SUB_02748,2023-08-11,Basic,35-44,South,3,16,2,0.4,21,0.44,0.69,32,Documentary,0,
SUB_02749,2024-01-17,Premium,18-24,South,3,11,5,10.6,31,0.52,0.72,22,Thriller,0,
SUB_02750,2023-04-14,Standard,25-34,South,4,20,1,5.0,0,0.9,0.78,42,Horror,0,
SUB_02751,2024-10-25,Standard,18-24,Midwest,2,2,3,6.9,3,0.36,0.61,2,Thriller,0,
SUB_02752,2023-04-24,Standard,18-24,West,1,20,0,3.3,0,0.25,0.35,50,Thriller,0,
SUB_02753,2024-05-22,Basic,18-24,West,3,7,8,1.2,12,0.38,0.55,8,Documentary,0,
SUB_02754,2023-02-24,Basic,18-24,Midwest,2,22,10,0.8,6,0.31,0.67,42,Action,0,
SUB_02755,2023-05-01,Premium,35-44,West,3,20,1,12.6,0,0.44,0.89,41,Animation,0,
SUB_02756,2023-08-05,Basic,45+,Midwest,5,17,2,0.0,11,0.86,0.75,30,Sci-Fi,0,
SUB_02757,2024-09-26,Standard,25-34,Midwest,1,3,0,2.7,1,0.96,0.69,6,Sci-Fi,1,2024-11-05
SUB_02758,2023-01-03,Premium,45+,West,2,24,0,2.0,2,0.43,0.81,39,Action,0,
SUB_02759,2023-04-02,Standard,25-34,Northeast,1,21,2,3.3,7,0.19,0.39,44,Horror,0,
SUB_02760,2024-02-11,Basic,25-34,Midwest,4,10,2,2.1,0,0.56,0.81,15,Sci-Fi,0,
SUB_02761,2024-11-06,Basic,18-24,Midwest,1,1,1,3.8,10,0.7,0.74,0,Sci-Fi,0,
SUB_02762,2024-03-16,Basic,35-44,West,1,9,1,4.0,3,0.78,0.88,21,Romance,0,
SUB_02763,2024-09-22,Standard,25-34,West,1,3,2,1.5,4,0.89,0.63,4,Crime,0,
SUB_02764,2024-03-07,Standard,35-44,West,3,9,8,4.1,0,0.43,0.62,15,Comedy,1,2024-07-02
SUB_02765,2023-03-02,Basic,35-44,West,3,22,0,2.6,2,0.56,0.72,53,Sci-Fi,0,
SUB_02766,2024-12-26,Premium,25-34,South,2,1,2,8.7,7,0.13,0.62,1,Crime,0,
SUB_02767,2024-04-17,Standard,35-44,Northeast,1,8,0,2.9,3,0.45,0.8,21,Documentary,0,
SUB_02768,2023-09-04,Basic,45+,Northeast,2,16,1,0.0,5,0.11,0.68,35,Horror,1,2023-12-28
SUB_02769,2024-01-07,Standard,25-34,South,3,11,1,2.2,4,0.65,0.69,19,Thriller,0,
SUB_02770,2023-10-16,Standard,25-34,South,2,14,0,8.2,4,0.33,0.58,28,Action,0,
SUB_02771,2024-08-12,Basic,35-44,South,2,4,0,3.7,2,0.38,0.51,8,Comedy,0,
SUB_02772,2023-01-24,Basic,35-44,South,3,23,1,6.0,0,0.42,0.88,38,Romance,0,
SUB_02773,2024-02-10,Premium,18-24,West,4,10,0,13.6,3,0.48,0.63,25,Documentary,0,
SUB_02774,2023-11-04,Standard,25-34,South,1,14,1,2.6,3,0.44,0.24,24,Drama,0,
SUB_02775,2024-09-04,Standard,25-34,West,2,3,0,6.2,7,0.63,0.78,7,Comedy,0,
SUB_02776,2024-01-07,Standard,25-34,West,2,11,1,6.4,25,0.37,0.74,22,Sci-Fi,0,
SUB_02777,2024-09-26,Basic,18-24,South,2,3,2,3.0,2,0.57,0.71,2,Animation,0,
SUB_02778,2023-08-03,Basic,45+,South,3,17,4,1.8,4,0.13,0.62,28,Horror,0,
SUB_02779,2023-09-19,Standard,35-44,Midwest,2,15,5,4.3,3,0.14,0.72,24,Documentary,0,
SUB_02780,2023-12-12,Basic,25-34,Midwest,4,12,1,2.7,2,0.75,0.72,19,Animation,0,
SUB_02781,2024-02-17,Basic,35-44,South,2,10,8,0.7,10,0.58,0.74,19,Horror,1,2024-03-01
SUB_02782,2023-05-03,Premium,45+,Northeast,2,20,0,14.4,0,0.74,0.8,47,Drama,0,
SUB_02783,2023-11-16,Premium,18-24,South,3,13,0,5.7,12,0.6,0.76,28,Romance,0,
SUB_02784,2023-12-03,Standard,25-34,Northeast,2,13,7,2.0,14,0.76,0.64,26,Horror,0,
SUB_02785,2023-06-07,Premium,25-34,South,2,19,2,8.4,9,0.67,0.61,45,Horror,0,
SUB_02786,2023-11-23,Basic,35-44,South,5,13,1,2.8,2,0.9,0.76,41,Romance,0,
SUB_02787,2024-10-22,Premium,18-24,Midwest,3,2,6,14.1,20,0.87,0.87,8,Documentary,0,
SUB_02788,2023-03-06,Basic,45+,West,4,22,4,2.7,8,0.08,0.64,38,Sci-Fi,0,
SUB_02789,2024-01-04,Premium,25-34,Midwest,2,12,5,7.6,28,0.24,0.81,23,Documentary,0,
SUB_02790,2023-01-04,Premium,25-34,West,2,24,1,9.4,3,0.36,0.97,46,Horror,0,
SUB_02791,2024-11-16,Standard,25-34,Midwest,5,1,6,3.9,13,0.37,0.89,0,Animation,0,
SUB_02792,2024-10-09,Premium,18-24,Midwest,1,2,3,14.2,1,0.49,0.5,2,Thriller,0,
SUB_02793,2023-03-01,Standard,35-44,South,4,22,4,5.5,17,0.47,0.51,49,Sci-Fi,0,
SUB_02794,2023-02-14,Basic,45+,South,4,22,1,4.1,12,0.48,0.85,50,Comedy,0,
SUB_02795,2024-08-06,Standard,25-34,West,4,4,0,6.9,18,0.75,0.77,5,Horror,0,
SUB_02796,2024-08-29,Standard,45+,West,1,4,1,4.3,12,0.7,0.71,10,Horror,0,
SUB_02797,2024-06-26,Basic,45+,South,4,6,2,1.8,2,0.2,0.96,12,Animation,0,
SUB_02798,2023-06-05,Standard,25-34,Northeast,3,19,3,5.2,2,0.31,0.75,43,Thriller,0,
SUB_02799,2023-03-05,Premium,35-44,Midwest,3,22,2,9.8,0,0.66,0.73,44,Thriller,0,
SUB_02800,2024-02-25,Basic,25-34,South,3,10,3,3.1,5,0.48,0.91,23,Action,0,
SUB_02801,2023-11-19,Standard,35-44,Northeast,2,13,3,6.1,5,0.56,0.78,33,Animation,0,
SUB_02802,2023-04-19,Premium,18-24,Midwest,1,20,3,7.8,2,0.62,0.55,33,Crime,0,
SUB_02803,2024-04-07,Premium,35-44,South,2,8,0,18.2,6,0.31,0.19,17,Documentary,1,2024-09-23
SUB_02804,2024-08-02,Premium,18-24,Midwest,1,5,1,10.8,1,0.44,0.63,16,Comedy,0,
SUB_02805,2024-06-30,Standard,45+,West,3,6,4,2.6,3,0.21,0.54,17,Romance,0,
SUB_02806,2023-09-08,Premium,45+,South,2,16,6,12.5,1,0.5,0.63,32,Horror,0,
SUB_02807,2024-05-24,Standard,25-34,South,2,7,2,2.4,11,0.63,0.53,12,Comedy,0,
SUB_02808,2024-07-01,Basic,25-34,South,1,6,12,2.5,11,0.89,0.47,11,Horror,0,
SUB_02809,2024-03-16,Standard,25-34,South,1,9,0,4.9,16,0.71,0.63,18,Crime,0,
SUB_02810,2024-03-29,Standard,35-44,Midwest,3,9,0,5.2,6,0.76,0.86,19,Action,0,
SUB_02811,2024-10-05,Basic,25-34,South,3,2,1,0.7,7,0.38,0.68,5,Thriller,1,2024-10-18
SUB_02812,2024-11-09,Standard,35-44,Northeast,2,1,2,4.7,8,0.24,0.98,3,Documentary,0,
SUB_02813,2023-10-01,Standard,25-34,Northeast,3,15,1,4.7,1,0.03,0.77,26,Sci-Fi,0,
SUB_02814,2023-03-01,Basic,18-24,South,2,22,1,2.0,3,0.55,0.64,48,Action,0,
SUB_02815,2023-12-08,Standard,18-24,South,4,12,2,9.6,22,0.08,0.8,21,Romance,0,
SUB_02816,2024-01-29,Standard,18-24,Midwest,1,11,1,3.6,2,0.53,0.6,12,Animation,0,
SUB_02817,2023-04-23,Standard,35-44,South,1,20,0,5.5,7,0.19,0.72,50,Drama,0,
SUB_02818,2023-08-09,Basic,45+,Northeast,1,17,9,0.0,7,0.76,0.83,25,Animation,0,
SUB_02819,2023-03-09,Basic,25-34,South,1,22,4,0.0,10,0.18,0.95,47,Drama,1,2024-04-21
SUB_02820,2023-11-11,Standard,25-34,West,4,13,5,4.2,1,0.93,0.51,31,Thriller,0,
SUB_02821,2024-04-11,Premium,18-24,Northeast,5,8,1,15.7,19,0.29,0.48,21,Animation,0,
SUB_02822,2023-09-20,Basic,35-44,Midwest,4,15,1,0.1,30,0.77,0.6,40,Animation,1,2024-03-07
SUB_02823,2023-05-11,Standard,18-24,South,2,20,8,6.8,6,0.42,0.82,33,Sci-Fi,0,
SUB_02824,2024-02-28,Basic,35-44,Midwest,2,10,10,3.8,4,0.46,0.89,22,Crime,1,2024-07-20
SUB_02825,2023-09-24,Basic,45+,Northeast,3,15,8,4.1,2,0.46,0.62,29,Romance,1,2024-12-10
SUB_02826,2024-12-20,Premium,18-24,West,2,1,3,12.7,4,0.69,0.56,1,Horror,0,
SUB_02827,2023-07-31,Standard,35-44,Midwest,4,17,0,3.0,22,0.12,0.93,32,Documentary,0,
SUB_02828,2024-07-16,Basic,18-24,West,1,5,2,0.2,0,0.16,0.81,5,Comedy,1,2024-08-03
SUB_02829,2023-10-15,Standard,25-34,South,2,14,2,0.3,3,0.55,0.86,26,Thriller,0,
SUB_02830,2024-02-29,Basic,18-24,Midwest,5,10,7,4.8,13,0.68,0.77,28,Crime,0,
SUB_02831,2024-07-07,Standard,25-34,Midwest,5,5,1,7.2,11,0.75,0.79,7,Documentary,0,
SUB_02832,2024-12-07,Standard,18-24,South,4,1,0,6.6,6,0.25,0.83,2,Animation,0,
SUB_02833,2023-09-01,Basic,25-34,South,2,16,0,0.0,12,0.41,0.7,28,Animation,0,
SUB_02834,2024-12-12,Basic,25-34,Midwest,4,1,0,2.9,10,0.7,0.65,2,Animation,0,
SUB_02835,2024-09-24,Standard,25-34,Northeast,1,3,3,5.5,7,0.74,0.77,5,Romance,0,
SUB_02836,2023-11-30,Premium,35-44,Midwest,1,13,5,11.3,8,0.24,0.74,31,Thriller,0,
SUB_02837,2023-11-24,Premium,45+,Northeast,2,13,1,8.3,3,0.81,0.44,17,Horror,0,
SUB_02838,2024-12-15,Basic,25-34,Northeast,4,1,0,2.2,6,0.31,0.94,2,Crime,0,
SUB_02839,2023-04-16,Standard,18-24,Midwest,1,20,1,2.4,2,0.63,0.39,40,Documentary,0,
SUB_02840,2023-03-20,Standard,25-34,Northeast,2,21,2,5.2,21,0.47,0.79,44,Comedy,0,
SUB_02841,2023-06-14,Standard,45+,West,3,18,3,1.8,5,0.53,0.81,28,Horror,0,
SUB_02842,2024-09-22,Standard,35-44,West,2,3,2,7.6,9,0.27,0.82,8,Action,0,
SUB_02843,2023-02-26,Premium,25-34,Midwest,1,22,0,13.4,0,0.36,0.44,53,Horror,0,
SUB_02844,2023-07-07,Premium,18-24,Midwest,1,18,7,12.9,8,0.43,0.82,35,Horror,0,
SUB_02845,2023-02-21,Standard,25-34,West,4,22,1,1.2,7,0.26,0.64,50,Comedy,1,2023-12-04
SUB_02846,2023-03-13,Standard,25-34,South,2,21,1,5.2,3,0.34,0.38,42,Thriller,0,
SUB_02847,2023-11-20,Standard,45+,West,3,13,10,6.8,18,0.4,0.74,26,Romance,0,
SUB_02848,2024-09-03,Basic,45+,Northeast,2,3,6,3.1,17,0.67,0.77,2,Horror,0,
SUB_02849,2023-12-04,Standard,18-24,South,1,13,4,9.4,2,0.07,0.77,20,Drama,0,
SUB_02850,2023-06-04,Standard,25-34,South,1,19,0,2.6,10,0.21,0.56,34,Romance,0,
SUB_02851,2023-02-28,Standard,25-34,Midwest,1,22,5,4.2,1,0.8,0.73,40,Drama,0,
SUB_02852,2023-10-02,Basic,25-34,Northeast,1,15,1,2.7,11,0.3,0.58,39,Animation,0,
SUB_02853,2023-07-20,Basic,45+,South,1,17,0,2.3,4,0.81,0.35,27,Thriller,1,2024-01-16
SUB_02854,2023-10-22,Premium,25-34,Midwest,3,14,14,13.4,30,0.34,0.55,37,Animation,0,
SUB_02855,2023-11-18,Basic,25-34,South,4,13,0,0.0,6,0.35,0.51,29,Horror,0,
SUB_02856,2023-11-25,Standard,25-34,Midwest,4,13,7,4.2,4,0.46,0.65,30,Thriller,0,
SUB_02857,2024-01-25,Basic,45+,Midwest,4,11,0,1.5,4,0.51,0.74,21,Horror,0,
SUB_02858,2023-10-11,Basic,35-44,South,3,14,1,3.2,6,0.83,0.74,29,Sci-Fi,0,
SUB_02859,2023-06-25,Basic,25-34,Northeast,1,18,0,3.8,0,0.87,0.79,49,Crime,0,
SUB_02860,2024-09-01,Basic,25-34,Midwest,2,4,7,2.5,3,0.61,0.71,9,Action,1,2024-11-23
SUB_02861,2023-12-15,Premium,25-34,South,1,12,0,18.0,15,0.79,0.59,20,Animation,0,
SUB_02862,2024-03-07,Basic,45+,Northeast,3,9,3,1.9,16,0.76,0.68,10,Documentary,0,
SUB_02863,2024-11-24,Premium,25-34,South,1,1,2,7.5,7,0.24,0.99,7,Horror,0,
SUB_02864,2024-01-17,Standard,25-34,South,1,11,4,9.1,7,0.86,0.73,27,Drama,0,
SUB_02865,2023-09-29,Standard,25-34,Northeast,1,15,4,4.6,0,0.54,0.61,31,Comedy,0,
SUB_02866,2024-05-06,Standard,35-44,South,5,7,0,3.1,8,0.4,0.61,15,Comedy,0,
SUB_02867,2024-06-30,Standard,25-34,Midwest,3,6,1,7.5,4,0.39,0.36,19,Sci-Fi,0,
SUB_02868,2023-11-27,Standard,18-24,South,2,13,1,3.2,22,0.43,0.94,17,Comedy,0,
SUB_02869,2024-08-21,Basic,35-44,West,2,4,10,2.8,23,0.22,0.5,7,Comedy,0,
SUB_02870,2023-06-07,Standard,35-44,Northeast,1,19,4,8.4,14,0.25,0.96,40,Crime,0,
SUB_02871,2024-03-07,Premium,35-44,South,1,9,3,10.0,0,0.58,0.8,21,Horror,0,
SUB_02872,2023-11-21,Premium,45+,Midwest,2,13,1,15.2,3,0.71,0.48,26,Crime,0,
SUB_02873,2023-04-26,Premium,25-34,Midwest,2,20,6,11.7,14,0.75,0.84,45,Animation,0,
SUB_02874,2024-06-03,Standard,18-24,Midwest,3,7,0,1.2,3,0.58,0.85,10,Crime,0,
SUB_02875,2024-09-10,Standard,45+,Midwest,2,3,0,7.4,6,0.37,0.6,3,Romance,0,
SUB_02876,2024-09-10,Standard,25-34,Midwest,5,3,3,8.9,57,0.56,0.62,10,Drama,0,
SUB_02877,2024-09-17,Standard,35-44,Northeast,2,3,2,6.3,4,0.55,0.73,6,Animation,0,
SUB_02878,2024-03-10,Basic,35-44,Midwest,4,9,2,1.5,11,0.47,0.91,12,Drama,0,
SUB_02879,2024-06-05,Standard,25-34,Midwest,3,6,1,5.8,6,0.47,0.6,11,Documentary,0,
SUB_02880,2024-07-25,Basic,25-34,West,4,5,0,1.2,10,0.52,0.75,6,Romance,1,2024-12-03
SUB_02881,2023-09-23,Basic,35-44,Midwest,3,15,0,4.1,8,0.68,0.67,34,Thriller,1,2024-04-15
SUB_02882,2024-02-02,Premium,45+,Midwest,2,11,1,11.1,15,0.51,0.74,26,Romance,1,2024-11-03
SUB_02883,2023-04-12,Basic,35-44,South,2,20,1,2.6,0,0.49,0.83,29,Thriller,0,
SUB_02884,2023-03-04,Basic,25-34,West,1,22,5,1.8,1,0.42,0.52,57,Documentary,1,2024-02-07
SUB_02885,2024-11-17,Basic,18-24,West,1,1,1,3.7,0,0.32,0.86,3,Sci-Fi,0,
SUB_02886,2024-12-09,Premium,18-24,Midwest,1,1,6,6.5,4,0.22,0.7,1,Thriller,0,
SUB_02887,2024-05-25,Standard,25-34,Midwest,2,7,0,11.0,0,0.49,0.71,13,Horror,0,
SUB_02888,2023-08-10,Standard,25-34,Northeast,1,16,0,5.2,1,0.97,0.76,35,Documentary,0,
SUB_02889,2024-03-11,Premium,45+,Midwest,2,9,0,11.0,0,0.03,0.83,16,Documentary,1,2024-03-26
SUB_02890,2023-07-09,Premium,35-44,Midwest,4,18,2,6.4,0,0.21,0.63,34,Comedy,1,2023-11-05
SUB_02891,2024-10-01,Basic,35-44,Midwest,4,3,0,4.6,4,0.54,0.55,2,Crime,0,
SUB_02892,2023-11-30,Standard,25-34,Northeast,3,13,4,6.2,6,0.7,0.68,31,Crime,0,
SUB_02893,2024-07-11,Standard,18-24,Midwest,1,5,0,7.1,1,0.61,0.93,13,Romance,1,2024-09-16
SUB_02894,2024-08-03,Standard,45+,South,1,5,1,3.7,1,0.4,0.36,9,Horror,0,
SUB_02895,2023-10-28,Basic,25-34,Midwest,1,14,1,4.1,0,0.47,0.48,43,Crime,0,
SUB_02896,2023-12-17,Premium,18-24,South,2,12,0,7.7,12,0.56,0.93,27,Crime,0,
SUB_02897,2024-07-23,Standard,25-34,Midwest,5,5,2,7.4,4,0.65,0.72,14,Romance,0,
SUB_02898,2024-12-28,Basic,45+,South,1,1,1,1.5,1,0.63,0.19,1,Animation,0,
SUB_02899,2023-04-25,Standard,45+,Northeast,2,20,0,2.1,35,0.14,0.88,41,Horror,0,
SUB_02900,2024-06-05,Basic,18-24,Midwest,3,6,5,1.3,0,0.42,0.54,15,Thriller,0,
SUB_02901,2024-01-02,Basic,45+,Northeast,1,12,3,0.3,5,0.73,0.6,24,Animation,0,
SUB_02902,2023-09-26,Standard,25-34,Midwest,5,15,0,4.9,5,0.57,0.89,29,Thriller,0,
SUB_02903,2023-03-27,Basic,18-24,West,2,21,2,4.4,6,0.28,0.9,43,Documentary,1,2023-09-26
SUB_02904,2024-01-13,Standard,45+,West,4,11,0,9.5,20,0.77,0.52,20,Comedy,0,
SUB_02905,2023-05-27,Standard,45+,South,2,19,7,11.2,5,0.32,0.81,33,Comedy,0,
SUB_02906,2023-04-28,Basic,35-44,Midwest,1,20,3,1.7,3,0.67,0.86,34,Drama,1,2024-12-13
SUB_02907,2023-05-15,Premium,35-44,South,2,19,2,9.7,6,0.44,0.73,32,Horror,0,
SUB_02908,2024-06-10,Basic,45+,West,1,6,0,2.4,12,0.72,0.73,11,Documentary,1,2024-08-17
SUB_02909,2023-07-25,Basic,35-44,Midwest,2,17,8,0.0,3,0.39,0.65,33,Crime,0,
SUB_02910,2023-08-21,Basic,45+,Northeast,4,16,0,1.2,18,0.48,0.85,36,Documentary,0,
SUB_02911,2023-03-07,Basic,35-44,South,3,22,1,1.1,1,0.24,0.94,34,Action,1,2023-04-16
SUB_02912,2023-01-04,Basic,45+,South,3,24,3,0.7,18,0.56,0.51,59,Drama,1,2023-04-26
SUB_02913,2023-01-03,Standard,45+,Midwest,2,24,2,4.2,9,0.61,0.79,45,Crime,0,
SUB_02914,2023-09-16,Premium,18-24,South,2,15,6,4.3,10,0.0,0.61,26,Romance,0,
SUB_02915,2024-12-15,Basic,45+,Midwest,1,1,5,2.2,14,0.51,0.8,3,Animation,0,
SUB_02916,2023-11-21,Standard,25-34,Midwest,1,13,0,1.1,8,0.42,0.84,24,Documentary,1,2024-09-22
SUB_02917,2023-08-28,Standard,25-34,West,1,16,2,3.5,1,0.93,0.85,25,Action,0,
SUB_02918,2024-08-27,Premium,35-44,West,2,4,0,3.3,0,0.59,0.82,13,Comedy,0,
SUB_02919,2024-06-18,Standard,18-24,South,2,6,3,7.9,16,0.46,0.77,8,Documentary,1,2024-10-08
SUB_02920,2023-11-14,Basic,25-34,Midwest,1,13,3,5.0,36,0.58,0.45,35,Comedy,1,2024-05-09
SUB_02921,2024-08-21,Basic,45+,West,5,4,1,1.2,9,0.51,0.71,11,Drama,0,
SUB_02922,2023-02-20,Standard,25-34,West,1,22,4,2.9,5,0.57,0.7,34,Thriller,0,
SUB_02923,2024-04-14,Premium,25-34,Northeast,1,8,3,12.6,12,0.15,0.74,19,Comedy,0,
SUB_02924,2023-02-12,Basic,45+,South,3,22,2,1.1,1,0.65,0.43,44,Crime,0,
SUB_02925,2023-07-23,Standard,25-34,South,3,17,1,2.0,5,0.35,0.73,42,Drama,0,
SUB_02926,2023-12-13,Premium,25-34,South,5,12,0,3.1,30,0.48,0.76,25,Horror,0,
SUB_02927,2023-02-27,Premium,25-34,Northeast,2,22,2,5.0,10,0.7,0.44,34,Drama,0,
SUB_02928,2023-02-28,Premium,25-34,South,1,22,0,14.7,5,0.6,0.79,46,Comedy,0,
SUB_02929,2024-11-10,Standard,35-44,Midwest,4,1,3,8.1,7,0.18,0.68,1,Drama,0,
SUB_02930,2024-11-16,Standard,45+,South,5,1,2,3.7,1,0.84,0.81,1,Romance,0,
SUB_02931,2024-05-25,Standard,25-34,Midwest,4,7,1,6.1,10,0.6,0.73,10,Drama,0,
SUB_02932,2023-11-14,Standard,45+,Northeast,4,13,0,8.2,7,0.38,0.78,25,Thriller,0,
SUB_02933,2024-03-08,Basic,25-34,West,1,9,1,0.1,7,0.85,0.53,24,Horror,0,
SUB_02934,2024-01-07,Standard,25-34,West,4,11,2,5.6,13,0.52,0.84,27,Thriller,0,
SUB_02935,2023-07-26,Standard,35-44,Midwest,5,17,4,0.6,3,0.52,0.92,43,Comedy,0,
SUB_02936,2023-04-21,Basic,35-44,West,2,20,1,1.7,1,0.41,0.61,38,Documentary,0,
SUB_02937,2023-01-23,Standard,35-44,Northeast,3,23,1,6.9,36,0.46,0.97,50,Comedy,0,
SUB_02938,2024-03-03,Standard,18-24,Midwest,3,10,1,8.5,2,0.46,0.39,13,Crime,0,
SUB_02939,2024-11-14,Premium,18-24,Northeast,1,1,1,12.6,2,0.69,0.81,1,Sci-Fi,0,
SUB_02940,2023-01-11,Basic,25-34,South,2,24,2,0.0,4,0.42,0.59,39,Romance,1,2023-11-29
SUB_02941,2024-07-25,Basic,25-34,South,4,5,2,0.3,3,0.56,0.78,7,Documentary,1,2024-11-14
SUB_02942,2024-05-29,Standard,35-44,South,2,7,1,4.4,6,0.31,0.59,12,Animation,0,
SUB_02943,2023-05-24,Basic,18-24,South,2,19,2,2.4,5,0.36,0.98,43,Romance,0,
SUB_02944,2024-06-04,Standard,35-44,Midwest,2,7,2,5.5,1,0.72,0.74,13,Comedy,0,
SUB_02945,2023-10-21,Standard,25-34,South,1,14,2,3.2,4,0.29,0.62,23,Comedy,0,
SUB_02946,2023-11-21,Basic,25-34,West,3,13,1,3.5,4,0.12,0.9,24,Comedy,0,
SUB_02947,2023-07-12,Standard,25-34,Midwest,2,17,0,5.2,5,0.77,0.36,24,Animation,0,
SUB_02948,2023-10-18,Standard,25-34,Northeast,1,14,2,2.2,6,0.43,0.82,27,Comedy,0,
SUB_02949,2024-09-30,Standard,45+,South,4,3,3,3.5,6,0.21,0.81,9,Comedy,0,
SUB_02950,2024-02-23,Premium,18-24,West,5,10,0,20.9,0,0.42,0.86,25,Drama,0,
SUB_02951,2024-04-04,Premium,25-34,South,1,9,4,15.2,2,0.34,0.43,17,Sci-Fi,0,
SUB_02952,2023-02-17,Standard,45+,South,3,22,2,7.3,3,0.51,0.47,55,Documentary,0,
SUB_02953,2023-04-17,Standard,35-44,Midwest,2,20,0,5.8,4,0.15,0.67,50,Crime,1,2024-09-22
SUB_02954,2023-09-21,Standard,25-34,South,2,15,0,2.5,10,0.57,0.93,28,Animation,0,
SUB_02955,2023-09-10,Premium,25-34,South,2,15,0,9.7,4,0.82,0.71,41,Crime,0,
SUB_02956,2024-06-22,Standard,35-44,South,2,6,4,3.4,2,0.44,0.71,18,Documentary,0,
SUB_02957,2024-06-04,Standard,45+,Northeast,2,7,0,4.7,10,0.76,0.73,12,Comedy,0,
SUB_02958,2023-06-07,Premium,45+,South,1,19,3,6.3,3,0.71,0.57,39,Crime,0,
SUB_02959,2024-06-09,Basic,25-34,Northeast,2,6,2,2.8,18,0.89,0.69,9,Comedy,1,2024-07-09
SUB_02960,2023-01-29,Premium,45+,South,3,23,2,6.9,16,0.47,0.4,45,Horror,0,
SUB_02961,2024-06-21,Basic,18-24,South,1,6,5,1.0,20,0.28,0.8,14,Romance,0,
SUB_02962,2024-12-26,Basic,18-24,West,2,1,6,2.7,1,0.61,0.73,1,Action,0,
SUB_02963,2023-05-23,Basic,45+,South,1,19,2,5.0,4,0.61,0.56,43,Comedy,0,
SUB_02964,2024-09-18,Premium,18-24,Midwest,2,3,0,5.8,15,0.2,0.95,4,Horror,1,2024-11-07
SUB_02965,2023-08-06,Premium,18-24,Northeast,1,17,0,7.3,15,0.47,0.6,26,Horror,0,
SUB_02966,2024-08-15,Standard,25-34,Northeast,2,4,8,5.1,4,0.76,0.96,15,Documentary,0,
SUB_02967,2024-12-13,Standard,25-34,Midwest,4,1,0,3.8,1,0.16,0.35,2,Action,1,2025-01-11
SUB_02968,2023-03-08,Standard,35-44,Midwest,3,22,5,0.0,12,0.68,0.86,48,Sci-Fi,1,2024-10-19
SUB_02969,2023-05-24,Premium,35-44,Northeast,3,19,2,16.4,5,0.64,0.51,31,Romance,0,
SUB_02970,2023-05-21,Standard,25-34,South,2,19,0,2.4,3,0.38,0.76,36,Action,0,
SUB_02971,2023-12-12,Standard,25-34,South,4,12,7,5.8,12,0.44,0.8,19,Thriller,0,
SUB_02972,2024-04-09,Basic,45+,West,2,8,7,3.1,2,0.09,0.81,21,Animation,1,2024-05-28
SUB_02973,2023-04-06,Standard,45+,Northeast,1,21,2,2.3,0,0.58,0.86,44,Animation,0,
SUB_02974,2024-02-12,Standard,25-34,South,4,10,1,5.7,1,0.69,0.48,27,Comedy,0,
SUB_02975,2023-04-28,Standard,45+,Midwest,1,20,2,6.6,16,0.65,0.62,42,Romance,0,
SUB_02976,2024-11-27,Basic,35-44,West,5,1,2,0.0,2,0.6,0.49,1,Drama,0,
SUB_02977,2024-03-19,Premium,18-24,Midwest,2,9,2,9.3,3,0.51,0.85,21,Action,0,
SUB_02978,2024-01-15,Basic,18-24,South,1,11,3,2.6,6,0.18,0.88,23,Romance,0,
SUB_02979,2024-12-13,Standard,18-24,Midwest,4,1,0,7.4,1,0.43,0.55,2,Drama,0,
SUB_02980,2023-10-05,Premium,35-44,Midwest,1,15,0,3.0,4,0.3,0.8,31,Romance,0,
SUB_02981,2023-12-27,Standard,18-24,Midwest,1,12,0,5.3,17,0.32,0.75,25,Animation,0,
SUB_02982,2024-01-05,Basic,25-34,West,2,12,1,3.4,8,0.18,0.73,20,Drama,0,
SUB_02983,2024-09-13,Standard,18-24,West,3,3,3,5.8,1,0.89,0.74,5,Documentary,0,
SUB_02984,2023-07-31,Premium,45+,Northeast,1,17,0,13.0,6,0.83,0.8,43,Romance,0,
SUB_02985,2023-09-16,Standard,25-34,Northeast,3,15,2,6.8,12,0.36,0.78,34,Action,0,
SUB_02986,2024-11-06,Premium,45+,Midwest,3,1,0,6.4,5,0.47,0.66,2,Horror,0,
SUB_02987,2023-04-07,Basic,45+,South,1,21,1,3.4,5,0.89,0.86,53,Documentary,0,
SUB_02988,2023-07-29,Standard,18-24,Northeast,3,17,8,6.9,14,0.8,0.82,28,Action,0,
SUB_02989,2024-07-01,Standard,25-34,South,5,6,6,3.8,0,0.34,0.75,13,Horror,1,2024-09-05
SUB_02990,2024-09-03,Premium,18-24,Midwest,5,3,9,9.7,3,0.72,0.38,5,Thriller,0,
SUB_02991,2023-01-21,Basic,45+,Northeast,1,23,2,3.2,45,0.81,0.64,52,Comedy,1,2023-03-08
